pair_uid,candidate_language,data_bucket,candidate_scope,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,alias_relation,same_market_raw,item_count_left,item_count_right,shared_contact_count,shared_contact_types,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,lexical_similarity,structural_support_score,item_count_ratio,price_median_ratio,style_distance_l1,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,pgp_alias_hit_count_left,pgp_alias_hit_count_right,candidate_rule_hits,candidate_rule_count,candidate_rank_score,review_priority,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:523216,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:523216,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,1,↓ 交易编号---47321-----宝妈女性京东购物面膜2000条50美金 交易编号---44211-----广西省女性身份证四要素134688条20836美金 交易编号---46793-----河南车主数据2000条测试20美金 交易编号---45568-----墨西哥未发的30万华人华侨女性十万条7800美金ok 交易编号---44644----...,1,虚拟物品,0.723876,0.647863,0.5,0.15625,0.129598,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,10.638982,high,"T: 国际加拿大女性华人华侨数据 || 国际加拿大女性华人华侨数据 | D: 最新采集加拿大女性华人华侨1700条200美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货... | C: 虚拟物品","T: 国外华人华侨一德国一中文一女性20万一10一万条1560美金 || 国外华人华侨一德国一中文一女性20万一10一万条1560美金 | D: 日本华人华侨男性女性14万条1000美金 ""↓ 本商品【拍后自动网盘发货】,【商品底部链接直接下载】 拍完商品，及时下载收货核实，在拍后10分钟内主动放款的，留言给我，数据买一份送一份等价商品【量大的一次买10个商品送20个商品，买100个送500个】 下面是商品的目录清单，大家选择下列商品，都是网盘秒发货，全年... | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:560483||products_data.csv|__unknown__|seller_id:598085,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:560483,products_data.csv|__unknown__|seller_id:598085,__unknown__,__unknown__,,,,,alias_missing,true,2,3,0,,,0,,2,拍下后提供psd正反模板下载链接 可以远程协助完成出货发货信息里面有10元正反模板，材料机器选择及做旧处理方法，长期在线，欢迎咨询 || 已经调好颜色，按照我提供的机器及墨水型号可直接出货,1,技术服务[非教程],0.722979,0.614234,0.666667,0.571429,0.228983,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,10.566342,high,T: APP过人脸识别技术教程软件自动发货 || 小额假币模板加技术30刀出自动发货 | D: 机器二手的七八百块钱，除了电脑总投资不超过1000块钱就能出货 利润合适也可以当面教 24小时内放款赠送5元模板一份 清晰度颜色无可挑剔 请主动放款，无其他问题请勿挂起交易 纸张，机器及墨水的选择，新技术，自带防伪线 做旧方法等资料仿真度达95以上 做旧之后更是能以假乱真 | C: 技术服务[非教程] || 教程与文档,T: 网站网店引流软件送网店刷单软件 || 接亡单你出钱我杀人 | D: 机器二手的七八百块钱，除了电脑总投资不超过1000块钱就能出货 利润合适也可以当面教 清晰度颜色无可挑剔 请主动放款，无其他问题请勿挂起交易 纸张，机器及墨水的选择，新技术，自带防伪线 做旧方法等资料仿真度达95以上 做旧之后更是能以假乱真 | C: 技术服务[非教程] || 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:491210||products_data.csv|__unknown__|seller_id:519199,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:491210,products_data.csv|__unknown__|seller_id:519199,__unknown__,__unknown__,,,,,alias_missing,true,2,4,0,,,0,,1,代充值：为了不暴露支付账号，更好的隐蔽您的身份，提供代充服务 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联系上就行） ★流量卡充值、查询，使用,1,实体发货商品,0.632289,0.639368,0.5,0.08,0.045056,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,10.07247,high,T: 各种实名电话卡注册卡流量卡香港卡 || 1美元1张-移动，联通，小流量卡 | D: 工作室必备 跳动ip流量卡养微信号必备 四大优点： 1.充值流量直接可以用 2.手机重启ip会变，养号抗封能力强 3.流量套餐灵活，一卡多套餐 4.非三方流量池卡，不会封卡 5.无需实名 代充值：为了不暴露支付账号，更好的隐蔽您的身份，提供代充服务 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联... | C: 实体发货商品,T: 香港移动卡注册微信80不需要辅助微信不用实名可以直接进百人群 || 5G电信流量卡 | D: 香港移动卡，余额48元，月租2元，全新卡，插卡就激活，功能正常，打接1.8元一分钟，发信息1.5元一条，收信息免费，此卡从未停过，可以注册市面上大部分业务，注册微信80%不需要辅助，微信不用实名可以直接进百人群 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:317037||products_data.csv|__unknown__|seller_id:5463,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:317037,products_data.csv|__unknown__|seller_id:5463,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,3,过去我们都爱线下面对面聊天，而现在我们都爱使用社交软件交流，如果你不会使用社交软件撩妹，不知道怎么在微信上怎么和妹子聊天调情邀约，那么你想要快速恋爱的成功率会非常非常的低 || 本次《快速恋爱聊天课》，内含核导最近一段时间10个最牛逼的实战聊天案例，每一个聊天案例，我都会给你全流程的讲解背后的原理和高手思维，直接吸收最精华的实战干货 || 课程介绍 在这个移动互联网发达的时代，人们的交流习惯也发生了改变,0,,0.682226,0.470874,0.666667,0.4,0.366343,0,,0,0,profile_lexical_neighbor|shared_description_clone,2,10.035104,high,T: 最新私教内部实操干货撩妹教程 || 零基础黑客渗透网站web课程 | D: 过去我们都爱线下面对面聊天，而现在我们都爱使用社交软件交流，如果你不会使用社交软件撩妹，不知道怎么在微信上怎么和妹子聊天调情邀约，那么你想要快速恋爱的成功率会非常非常的低 | C: 教程与文档 || 虚拟物品,T: 情感导师快速恋爱聊天视频课程 || 情感导师快速恋爱聊天视频课程 | D: 过去我们都爱线下面对面聊天，而现在我们都爱使用社交软件交流，如果你不会使用社交软件撩妹，不知道怎么在微信上怎么和妹子聊天调情邀约，那么你想要快速恋爱的成功率会非常非常的低 | C: 技术服务[非教程],pending,,,
products_data.csv|__unknown__|seller_id:575281||products_data.csv|__unknown__|seller_id:583340,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:575281,products_data.csv|__unknown__|seller_id:583340,__unknown__,__unknown__,,,,,alias_missing,true,2,3,0,,,0,,5,亲自带队开卡质量有保证，卡源都是同村隔壁村，开卡人都能找到，本人线下也出货，出货量大质量有保证价格相对优惠 || 奉劝各位卡是一次性用品，卡内资金快进快出，卡内不要留存大量资金，质保60天，质保期卡内资金全保，司法冻结收30%手续费 || 国外没办法做代收，下单拍12份 拍下后第二天发顺丰，收货没问题请及时放款，利于今后合作愉快,1,实体发货商品,0.561308,0.830152,0.666667,1.0,0.692114,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,10.028152,high,T: 3000元出银行四件套绝保安全可靠拍一份余款可货到付款 || 四件套银行卡1200实打实做质量 | D: 拍下一份=15美元 约100人民币剩下余款2900元快递代收货到付款 如果需要直接拍下 留言写下具体要求（什么银行等）留下发货地址 别说我的卡贵，其实对于可靠的四件套，这已经很便宜了，观察了一下本站其他卖家1000多块就能卖的，您请细品 我观察本站其他卖家，大都是在做黑吃黑的勾当 | C: 实体发货商品,T: 四件套银行卡1200实打实做质量之前合作的客户留言我补证件照 || 四件套银行卡1200实打实做质量之前合作的客户留言我补证件照 | D: 企鹅 玖柒玖玖 叁留玖柒 商品：2 企业营业执照 —— 身份证 —— 营业执照正副本原件 —— 章程 —— U盾 —— 结算卡 —— 公章 —— 开户许可证 —— 手机卡 公司企业对公账户 1.5w不还价 成本比较高 因市场管控严格市面严重缺货{公司有很多类型可以要求开户行，抬头随机安排} {商品：2 购买前说明 要求 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:582222||products_data.csv|__unknown__|seller_id:588888,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:582222,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,4,暗网中文网一经发帖不能随意更改贴内资料 所以贴内只设置了所出售的商品份数未设置RMB的价格 那如何计算了，拍之前请看标注的单价是多少在x份数 单价我会随着外面市场的价格走动而变化，拍之前一定要看清楚单价在拍 不要到时候闹不愉快 || 有什么问题可以随时咨询我 【个人基本信息类】 个人户籍-提供身份证号码-·(拍2份) 全家户籍-提供身份证号码-·(拍15份) 模糊查询-提供大概年龄+地区+名字-·(拍15份) 犯罪记录-提供身份证号码-·(拍10份) 网逃记录-提供身份证号码-·(拍10份) 学信网学籍-提供身份证号码-·(拍15份) 名下资产-提供身份证号码-·(拍65份) 开房... || 犯罪记录案情 身份证关联信息/提供身份证号码-时价 身份证关联信息内容包括同乘车同飞机同住宿同机构总合评分需要样板可以回复我,1,常规服务与操作,0.549829,0.833171,0.666667,1.0,0.667962,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.965316,high,T: 查名下所有银行卡号余额 || 查名下所有银行卡号余额 | D: 有什么问题可以随时咨询我 【个人基本信息类】 个人户籍-提供身份证号码-·(拍2份) 全家户籍-提供身份证号码-·(拍15份) 模糊查询-提供大概年龄+地区+名字-·(拍15份) 犯罪记录-提供身份证号码-·(拍10份) 网逃记录-提供身份证号码-·(拍10份) 学信网学籍-提供身份证号码-·(拍15份) 名下资... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:509685||products_data.csv|__unknown__|seller_id:555218,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:509685,products_data.csv|__unknown__|seller_id:555218,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,2,2、拍下后自动回复发货，您只需复制链接到浏览器打开即可下载 || 只需一张清晰的正面照，轻轻松松过人脸，支持大部分的app人脸认证,1,教程与文档,0.526383,0.802265,1.0,0.231579,0.045036,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.762828,high,T: 自动发货2021app活体过人脸识别技术视频教程 || 自动发货2021app活体过人脸识别技术视频教程 | D: 3、由于售价低，不提供售后讲解及进一步的服务，有特殊问题私信我 | C: 教程与文档,T: 2020年最全过人脸认证教程超低价 || 2020年最全过人脸认证教程超低价 | D: 2020全网最新最全的过人脸认证教程，视频教学，整套文件压缩包2.58G 包含制作工具、视频教程、各类APP过脸模版和脚本、人脸动作辅助控制插件等 | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:527483||products_data.csv|__unknown__|seller_id:665317,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:527483,products_data.csv|__unknown__|seller_id:665317,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,2,大部分女孩都适用，长期发展下去让她给你裸聊或发张裸照不成 问题，但是要约出来就要看你本事了 || 你所须要的付出的就是时间及耐心，每天和妹子谈心谈性，保证你一个月内就能成功,0,,0.578472,0.534939,0.666667,0.681818,0.417454,0,,0,0,profile_lexical_neighbor|shared_description_clone,2,9.54071,high,T: pua女神让你的女神跪在你面前玩弄她 || pua女神让你的女神跪在你面前玩弄她 | D: 2.未经本人允许情况下严禁倒卖，建议勿拍，买到核实后也请素质放币，请勿恶意挂起申诉 白嫖投诉到底. 3.大部分资源为自动发货，我会在商品介绍中说明，拍下后可直接得到链接，永久售后 | C: 技术服务[非教程] || 实体发货商品,T: 老司机教你快速约炮骗炮套路女孩pua学泡妞撩妹话术 || 老司机教你快速约炮骗炮套路女孩pua学泡妞撩妹话术 | D: 需要指出的是教程与软件是本人花大价钱买的别人的，低价卖给需要的朋友，本人不教怎么使用，因此放在虚拟专区出售，还有不建议小白购买，当然你喜欢是你的权利 | C: 教程与文档,pending,,,
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:579776,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:579776,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,1,每天上班有人在秒 有些单当天可出有些单 隔天必出 代理请拍10份 给你优势 让你月入几万不是梦 查询什么不清楚可以留言询价,1,常规服务与操作,0.436901,0.852063,0.666667,0.766667,0.050163,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.325532,high,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 低价位置信息查询资产婚姻开房社工帮忙 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 常规服务与操作,T: A_侦探找人定位查户籍手机号外卖地址 || A_侦探找人定位查户籍手机号外卖地址 | D: 清楚可以直接拍 小本生意请你善良 一份是50元需要什么请拍数量 每天在线时间早10点-24点 【特价区域】 名下手机号码：拍2份 提供身份证+姓名 名下支付宝绑定手机号码：拍3份 提供身份证+姓名 超过5单 量大有优惠 【个人基本信息类】 个人户籍-提供身份证号码-(拍2份) 全家户籍-提供身份证号码-(拍15份... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:17318||products_data.csv|__unknown__|seller_id:602704,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:17318,products_data.csv|__unknown__|seller_id:602704,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,1,四件套包含：电话卡+银行卡+U盾或密码器+身份证正反面图片 为方便购买,1,实体发货商品,0.431056,0.857123,0.5,0.9375,0.018019,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.300582,high,T: 公司银行账户企业营业执照整套出售 || 高质量四件套3500微信支付宝交易所 | D: 为方便购买，设置16美元=100元单价 对公账户：10000/套（六个月），请拍100份 对公标配： 企业营业执照 身份证复印件YHK 营业执照正副本原件 章程 U盾 结算卡 公章 开户许可证 手机卡 公司企业对公账户 不还价 成本比较高 从字母到数字 {公司有很多类型，可挑} {商品：2 购买前说明 要求 | C: 实体发货商品,T: 高质量四件套3500质保90天 || 高质量四件套3500质保90天 | D: 注意事项：卡本身是一次性用品，钱款在使用过程中尽量不要逗留过久快进快出，避免造成不必要的损失，毕竟不能将卡主带在身边 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:579776,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:579776,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,2,只要你的量大那我给的价格就低 【买家必看】 我不是源头我只是中间商赚取差价 || 数字货币交易安全可靠 如果有什么不清楚的地方可以随时向我咨询 如果你想要做代理,1,常规服务与操作,0.411774,0.8523,0.666667,0.766667,0.04827,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.175244,high,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: A_侦探找人定位查户籍手机号外卖地址 || A_侦探找人定位查户籍手机号外卖地址 | D: 清楚可以直接拍 小本生意请你善良 一份是50元需要什么请拍数量 每天在线时间早10点-24点 【特价区域】 名下手机号码：拍2份 提供身份证+姓名 名下支付宝绑定手机号码：拍3份 提供身份证+姓名 超过5单 量大有优惠 【个人基本信息类】 个人户籍-提供身份证号码-(拍2份) 全家户籍-提供身份证号码-(拍15份... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:582222,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:582222,__unknown__,__unknown__,,,,,alias_missing,true,3,3,0,,,0,,2,暗网中文网一经发帖不能随意更改贴内资料 所以贴内只设置了所出售的商品份数未设置RMB的价格 那如何计算了，拍之前请看标注的单价是多少在x份数 单价我会随着外面市场的价格走动而变化，拍之前一定要看清楚单价在拍 不要到时候闹不愉快 || 数字货币交易安全可靠 如果有什么不清楚的地方可以随时向我咨询 如果你想要做代理,1,常规服务与操作,0.369189,0.979607,1.0,1.0,0.163147,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,9.174348,high,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 查名下所有银行卡号余额 || 查名下所有银行卡号余额 | D: 有什么问题可以随时咨询我 【个人基本信息类】 个人户籍-提供身份证号码-·(拍2份) 全家户籍-提供身份证号码-·(拍15份) 模糊查询-提供大概年龄+地区+名字-·(拍15份) 犯罪记录-提供身份证号码-·(拍10份) 网逃记录-提供身份证号码-·(拍10份) 学信网学籍-提供身份证号码-·(拍15份) 名下资... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:533821,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,,,,,alias_missing,true,2,2,0,,,0,,1,如未回复，请首页搜索“美金”，在任意商品下留言我都会及时和你沟通,1,虚拟物品,0.413819,0.743541,1.0,0.04902,0.149713,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,8.969996,high,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,T: 币圈外汇股民领英数据一美国怀俄明州11万条20美金 || 币圈外汇股民领英数据一美国怀俄明州11万条20美金 | D: --------------------- ↓ 交易编号---45407-----四川省_南充市女性身份证四要素107058条16561美金 交易编号---45605-----国外华人华侨德国中文女性20万2万条1560美金 交易编号---44667-----河南省郑州市19401956之间的3万5000条177... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:579776||products_data.csv|__unknown__|seller_id:588888,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579776,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,,,,,alias_missing,true,2,2,0,,,0,,1,查询信息不是现货他是订制品您一但下单就更改不了了,1,常规服务与操作,0.364551,0.872531,1.0,0.766667,0.553085,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,8.932368,high,T: A_侦探找人定位查户籍手机号外卖地址 || A_侦探找人定位查户籍手机号外卖地址 | D: 清楚可以直接拍 小本生意请你善良 一份是50元需要什么请拍数量 每天在线时间早10点-24点 【特价区域】 名下手机号码：拍2份 提供身份证+姓名 名下支付宝绑定手机号码：拍3份 提供身份证+姓名 超过5单 量大有优惠 【个人基本信息类】 个人户籍-提供身份证号码-(拍2份) 全家户籍-提供身份证号码-(拍15份... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:588888,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,1,暗网中文网一经发帖不能随意更改贴内资料 所以贴内只设置了所出售的商品份数未设置RMB的价格 那如何计算了，拍之前请看标注的单价是多少在x份数 单价我会随着外面市场的价格走动而变化，拍之前一定要看清楚单价在拍 不要到时候闹不愉快,1,常规服务与操作,0.369362,0.851031,0.666667,1.0,0.525085,0,,0,0,profile_lexical_neighbor|shared_description_clone|structural_support,3,8.918234,high,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
