balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
11,market_item.xlsx|versus market|seller_raw:melvinbankz||market_item.xlsx|vice city|seller_raw:Fraudbuddy,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_step5_en_v1,Generic account-fraud theme overlap only; no seller-specific identity closure.,0,1,1,test,comp_00022,25,market_item.xlsx|versus market|seller_raw:melvinbankz,market_item.xlsx|vice city|seller_raw:Fraudbuddy,versus market,vice city,melvinbankz,Fraudbuddy,different_alias,false,profile_lexical_neighbor,6.505896,0.959399,0.374751,0,,0,,0,,1,Fraud,0,,"T: Localbitcoin acount with $2500 balance/email login/cookie/userag || bitfinex account with $4.5k balance and email access + cookie | D: This Pack Comes With A Massive List Of Easy Poor Security Websites To Card As Well. You Will Get This Listing Within 24 Hours cashapp paypal account fraud da... | C: Fraud,Accounts & Bank Drops || Fraud",T: verified coinbase account with $2.8k balance+email log + pin || bybit account with $4k+ email access and cookie+freebie | D: vpn and Vm etc to confirm that you know what your doing and if everything checks out ok i will replace or refund. ONLY 24 HOURS AFTER PURCHASE more time for ... | C: Accounts || Fraud
12,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|tor2door market|seller_raw:fraudbuddy,en_content_train_pool,en,same_alias_identity_continuity,same_alias_continuity,high,reviewed,positive,codex_seed_v1,Same alias continuity with shared Telegram and cloned cryptocurrency/fraud listings; retain as audit-only continuity evidence.,0,0,0,audit_only,,,market_item.xlsx|Cartel|seller_raw:fraudbuddy,market_item.xlsx|tor2door market|seller_raw:fraudbuddy,Cartel,tor2door market,fraudbuddy,fraudbuddy,same_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,22.116388,0.777969,0.474287,1,telegram:clocks,4,binance account+email access with $4k balance and cookie || Endgame 7 days tutorial 2021 with sophisticated methods that you ain't seen before || BUY 2 GET 1 FREE verified Etoro account +email access with $5k balance +freebie +cookie || +++ PREMIUM WESTERN UNION VERIFIED LOGINS +++with card balance worth $4k,3,"binance account+email access with $4k balance and cookie What you get upon purchase Login Password Email address and password IP Name Address Phone number Useragent Cash out gui... || BitMex is based in the Republic of Seychelles and they offer a margin-trading service for experienced, professional Bitcoin traders. Up to 100x leverage is available to users fo... || Kraken is a San Francisco based cryptocurrency exchange, operating in Canada, the EU, Japan and the US. It is the world’s largest Bitcoin exchange in euro volume and liquidity. ...",0,,0,,"T: 2days tutorial on fraud methods (CPN, carding,bank loan,skrill,paypal) fraudbuddy cartel market s... || Airbnb Verified Personal Account | D: vpn and Vm etc to confirm that you know what your doing and if everything checks out ok i will replace or refund. ONLY 24 HOURS AFTER PURCHASE more time for ... | C: Fraud,Accounts & Bank Drops || Guides & Tutorials,Fraud","T: 7days tutorial on fraud methods (CPN, carding,bank loan,skrill,paypal) fraudbuddy TOR2DOOR market... || binance account+email access with $4k balance and cookie | D: Keywords: cashapp paypal account fraud dark market cc apple guides tutorial money mentor credit card fraud debit card fast paypal carded items software malwa... | C: Digital"
13,market_item.xlsx|apollon market|seller_raw:MrSoSa (95%)||market_item.xlsx|darkfox market|seller_raw:MrSoSa,en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,positive,codex_seed_v1,Alias-continuity variant with repeated email contacts and cloned account-sale titles and descriptions across markets.,1,0,0,audit_only_soft_alias,,,market_item.xlsx|apollon market|seller_raw:MrSoSa (95%),market_item.xlsx|darkfox market|seller_raw:MrSoSa,apollon market,darkfox market,MrSoSa (95%),MrSoSa,different_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,21.428218,0.573376,0.493981,2,email:luis.mayorga.angel@gmail.com || email:cmichal.franczel@gmail.com,5,WORLDWIDE CHOOSE YOU COUNTRY CREDIT HQ DUMBPS FULL INFO HIGH BALANCE TR1 +TR2 || PORN HUB PREMIUM ACCOUNT || account poste.it || UFC TV ACCOUNT || ACCOUNT FACEBOOK,1,subscription info. --------------------------------- Login:Pass Holders info Subscription --------------------------------- example https://store.playstation.com email.. passwor...,0,,0,,T: fullz [US] [SSN] [DOB] [MMN] [credit balance] [Credit report] [Score] [DL] [EIN] [Background info... || US banking american express card account Monster balance | D: #ITEMS: ASIA #example : JAPAN CHINA URSS ETC..... Welcome my dear friends you will find only the best in my market [ccnumber] [year] [month] [cvv] [fname] [l... | C: Fraud Accounts&Bankdrops || Fraud CVV&Cards,"T: Fresh hacked Fullz CANADA [DOB] [Driver License social] [insurance number] || MEGAPACK | D: MEGAPACK CARDING 2020 hello world welcome to this item you will have the whole package to start and become a carding professional do not miss this package pr... | C: Fraud,Accounts & Drops || Fraud,Cards & CVV"
14,market_item.xlsx|silk road 3.1|seller_raw:salsid||market_item.xlsx|silk road 3.1|seller_raw:sulcud,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,positive,codex_seed_v1,Large-volume title and description cloning for niche carding/POS services inside the same market.,0,1,1,train,comp_00278,1,market_item.xlsx|silk road 3.1|seller_raw:salsid,market_item.xlsx|silk road 3.1|seller_raw:sulcud,silk road 3.1,silk road 3.1,salsid,sulcud,different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,18.514988,0.975898,0.8298,0,,4,Private tuition for carding / Go from a noob to become PRO || [POS HACKING] GET YOUR OWN DUMPS + SKIMMER + DUMPS SHOP || [GOD OF ADS] ADWORDS / BING CLOAKER [ CARDING / BANK ] || [D+P] VERFIONE OFFLINE SOFTWARE [SMS MODULE] ++,12,"FULL CONTENTS 1. SCAN RANGE IP Â³ Â³ POSCOUNTRY.txt Â³ Â³ Â³ LINUX Â³ Â³ 1. SCANMASSRANGE Â³ Â³ Â³ ScanMassRange.rar Â³ Â³ Â³ TUTORIAL INSTALL.txt Â³ Â³ Â³ Â³ Â³ 2. PARSERS Â³ Â... || Ruble) (You can add other CURRENCIES) (YOU CAN EDIT EASY) - *Option 201 Ask ""Insert Pin"" to act official. - *Option Ask ""Insert ZipCode"" to act official. - *Option Ask ""Tip Amou... || Service is normally paid. Teach using virtual machines and suppliers of proxy / socks5. Teaching gateways use advanced Whonix type to run TOR through virtual machines. Free Anti...",1,Services,0,,T: Cryptographic smartcard ( java card) JCOP21 36k magnetic stripe || Cryptographic smartcard ( java card) JCOP21 36k magnetic stripe | D: FULL CONTENTS 1. SCAN RANGE IP Â³ Â³ POSCOUNTRY.txt Â³ Â³ Â³ LINUX Â³ Â³ 1. SCANMASSRANGE Â³ Â³ Â³ ScanMassRange.rar Â³ Â³ Â³ TUTORIAL INSTALL.txt Â³ Â³ Â³ Â... | C: Services,T: Private tuition for carding / Go from a noob to become PRO || [GOD OF ADS] ADWORDS / BING CLOAKER [ CARDING / BANK ] | D: FULL CONTENTS 1. SCAN RANGE IP Â³ Â³ POSCOUNTRY.txt Â³ Â³ Â³ LINUX Â³ Â³ 1. SCANMASSRANGE Â³ Â³ Â³ ScanMassRange.rar Â³ Â³ Â³ TUTORIAL INSTALL.txt Â³ Â³ Â³ Â... | C: Services
15,market_item.xlsx|silk road 3.1|seller_raw:Ahero||market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_seed_v1,Generic placeholder listing with no seller-specific evidence beyond empty title and description template.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:Ahero,market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip,silk road 3.1,silk road 3.1,Ahero,HighQaulityTrip,different_alias,true,profile_lexical_neighbor|structural_support,8.0,1.0,1.0,0,,0,,0,,1,Weed,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: Weed
16,market_item.xlsx|dark0de|seller_raw:lordsheng||market_item.xlsx|darkfox market|seller_raw:ddprovider,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_seed_v1,Shared placeholder-looking email string is weak evidence without text-clone support; hold out for later review.,0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:lordsheng,market_item.xlsx|darkfox market|seller_raw:ddprovider,dark0de,darkfox market,lordsheng,ddprovider,different_alias,false,profile_lexical_neighbor|shared_contact_exact,9.586224,0.497033,0.302013,1,email:xxxxxxx@gmail.com,0,,0,,0,,0,,"T: fresh iowa fullz ssn + dob , age and/or sex reques || california fullz ssn + dob , age and/or sex clone | D: gender and age Range if requested # Check our store for more customized options Format: First Name: Charles Last Name: Alexander SSN: 23051739 DOB: 01/26/198... | C: Digital, SSN","T: Fresh MI Fullz SSN DOB Mobile Email Address Michigan Fullz MI SSN Michigan SSN || Fresh MI Fullz SSN DOB Mobile Email Address Michigan Fullz MI SSN Michigan SSN | D: # Fresh Authenticated USA Fullz [SSN+DOB+Mobile+Address] Social Security Number # This is special offer just 0.5$ per fullz # 100% Agent verified fullz with ... | C: Guides & Tutorials,Fraud || Fraud,Personal Info"
17,market_item.xlsx|silk road 3.1|seller_raw:doctorweed83||market_item.xlsx|silk road 3.1|seller_raw:samuellance33,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_step5_en_v1,Generic 420/drug-menu overlap and broad weed keywords only; insufficient seller-specific evidence.,0,1,1,test,comp_00196,3,market_item.xlsx|silk road 3.1|seller_raw:doctorweed83,market_item.xlsx|silk road 3.1|seller_raw:samuellance33,silk road 3.1,silk road 3.1,doctorweed83,samuellance33,different_alias,true,profile_lexical_neighbor,6.045816,0.851918,0.467154,0,,0,,0,,5,Cocaine || Heroin || Others || Pills || Weed,0,,"T: INDICA,SATIVA,WHITE WIDOW,SOUR DIESEL,OG KUSH,AK47,WHITE HAZE,PI || MDMA | D: 24/7:) MARIJUANA/420 Top GEAR*LSD*COKE*WEED*SHARD*BUD/ICE*KUSH ***steroids *Northern light*OG Kush*White widow*purple haze*sour diesel*Pineapple Kush*Ak-47*D... | C: Weed || Others","T: Girl Scout cookies,Edibles,Juice,RSO,hash,concentrate,weed and s || Weed,cannabis,Marijuana,Sour diesel,Pineapple express,Og kush,Ma | D: MARIJUANA/420 Top GEAR*LSD*COKE*WEED*SHARD*BUD/ICE*KUSH Contact download wickr messenger from your Appstore on IOS or Playstore on Android W1ckr ID..... drcr... | C: Others || Weed"
18,market_item.xlsx|darkfox market|seller_raw:kim0ra||market_item.xlsx|silk road 3.1|seller_raw:kim0ra,en_content_train_pool,en,same_alias_identity_continuity,same_alias_continuity,high,reviewed,positive,codex_seed_v1,Same alias continuity with shared Telegram contact and cloned fullz listings; retain as audit-only continuity evidence.,0,0,0,audit_only,,,market_item.xlsx|darkfox market|seller_raw:kim0ra,market_item.xlsx|silk road 3.1|seller_raw:kim0ra,darkfox market,silk road 3.1,kim0ra,kim0ra,same_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone|structural_support,21.916572,1.0,0.708286,1,telegram:kimoracc,2,"FRESH SNIFFED HQ USA CC 100% LIVE! known balance 10.000$ - 20,000$ || FRESH SNIFFED HQ USA CC 100% LIVE! FULLZ (DOB SSN) known balance 2.000$ - 25,000$",8,"For every positive feedback thank you and for every negative feedback without waiting to resolve any problem you will be blacklisted"" || format: CC number | expiry | CVV | FULL NAME | address | city | State | zipcode| phone number | EMAIL | available credit | CONTACT ME FOR SUPPORT: Telegram @kimoraCc || format: CC number | expiry | CVV | FULL NAME | address | city | State | zipcode| phone number | EMAIL |DOB|SSN| available credit | CONTACT ME FOR SUPPORT: Telegram @kimoraCc",0,,0,,"T: FRESH SNIFFED HQ USA CC 100% LIVE! FULLZ (DOB SSN) known balance 2.000$ - 25,000$ || FRESH SNIFFED HQ USA CC 100% LIVE! FULLZ (DOB SSN) known balance 2.000$ - 25,000$ | D: format: CC number | expiry | CVV | FULL NAME | address | city | State | zipcode| phone number | EMAIL | available credit | CONTACT ME FOR SUPPORT: Telegram @... | C: Fraud,Cards & CVV","T: FRESH SNIFFED HQ USA CC 100% LIVE! FULLZ (DOB SSN) known balance 2.000$ - 25,000$ || FRESH SNIFFED HQ USA CC 100% LIVE! known balance 10.000$ - 20,000$ | D: format: CC number | expiry | CVV | FULL NAME | address | city | State | zipcode| phone number | EMAIL | available credit | CONTACT ME FOR SUPPORT: Telegram @... | C: CC/CVV || Weed"
19,market_item.xlsx|apollon market|seller_raw:Crownstar (100%)||market_item.xlsx|apollon market|seller_raw:Shan (100%),en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,positive,codex_seed_v1,Shared phone and email contact plus multiple cloned banking/carding listings in the same market.,0,1,1,train,comp_00065,1,market_item.xlsx|apollon market|seller_raw:Crownstar (100%),market_item.xlsx|apollon market|seller_raw:Shan (100%),apollon market,apollon market,Crownstar (100%),Shan (100%),different_alias,true,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone|structural_support,21.041546,0.361152,0.937317,2,email:trump1946@usawhitehouse.us || phone:3055600836,7,"HQ EUROPE CREDIT HIGH BALANCE FULL INFO CHOOSE YOU COUNTRY + [FREE LESSON CARDING ] || *ULTIMATE CHASE BANK LOGINS* HOLDER INFO+MINI DEPO || HIGH BALANCE USA AND CANADA DUMP TRACK 1 AND 2 WITH PIN || FIDELITY BANKDROP LINKED TO PAYPAL ALL LOGGED IN ON RDP || *ULTIMATE SUNTRUST BANK LOGINS* $15,000-$40,000",7,"#ITEMS: EUROPE #example : FRANCE GERMANY SWEDEN ITALY ETC..... Welcome my dear friends you will find only the best in my market [ccnumber] [year] [month] [cvv] [fname] [lname] [... || REPLACE POLICY 1.1 Your account is incorrect please leave me a message with the proof screenshot 1.2 I am not responsible for the 'Security Measure' and SMS verifications. Repla... || *ULTIMATE SUNTRUST BANK LOGINS* $15,000-$40,000 Hi everyone! . I have USA SUNTRUST Bank Accounts with balance and following info: (WITHOUT E-MAIL ACCESS AND SECRET ANSWERS) Logi...",3,Fraud Accounts&Bankdrops || Fraud CVV&Cards || Fraud Dumps&Tracks,0,,T: HQ EUROPE CREDIT HIGH BALANCE FULL INFO CHOOSE YOU COUNTRY + [FREE LESSON CARDING ] || CHASE $10k-$30k AN+RN+BILLING (checking) | D: CHASE $10k-$30k AN+RN+BILLING (checking) This listing for Chase hacked logs with main balance on checking accounts. Balances vary from $10k upto $30k LISTING... | C: Fraud Accounts&Bankdrops || Fraud CVV&Cards,T: 800+ Excellent Credit Score Super HQ Full W/ DL MMN SSN CR BG Credit Report Background Report Veh... || PAY $450 FOR WESTERN UNION MTCN AND SENDERS NAMES | D: We offer easily accesible bankdrop with fidelity bank and we have linked paypal account to make movement of funds less difficult. You can use this as you reg... | C: Fraud Accounts&Bankdrops || Fraud Dumps&Tracks
20,market_item.xlsx|silk road 3.1|seller_raw:L0RDXANAX||market_item.xlsx|silk road 3.1|seller_raw:RealLordXanax,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,positive,codex_seed_v1,Multiple unique Xanax listing titles and long descriptions are near-clones within the same market.,0,1,1,train,comp_00213,1,market_item.xlsx|silk road 3.1|seller_raw:L0RDXANAX,market_item.xlsx|silk road 3.1|seller_raw:RealLordXanax,silk road 3.1,silk road 3.1,L0RDXANAX,RealLordXanax,different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,18.406016,0.969819,0.793551,0,,3,â 500 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 25 || â 250 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 25 || â 100 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 25,10,but they actually contain 3.5mg so they pack more of a punch than the original pharmaceutical ones. Please see our vendor page for information on ordering and shipping policies. || and amnestic properties. We press our bars using our own installations here in Canada. They look exactly like the bars produced by pharmaceutical giant Pfizer || Xanax Bars ( Alprazolam ) 1000 tablets 3.5 mg (Pressed according to Pfizers 2/XANAX) $999.97 USD $1.00 / bar Xanax is the commercial name of alprazolam,1,Xanax,0,,T: â 1000 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY || â 100 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 25 | D: but they actually contain 3.5mg so they pack more of a punch than the original pharmaceutical ones. Please see our vendor page for information on ordering an... | C: Xanax,T: â 1000 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 2 || â 1000 Xanax Bars 2mg / Pfizer (Actually 3.5mg) â FE ONLY 2 | D: but they actually contain 3.5mg so they pack more of a punch than the original pharmaceutical ones. Please see our vendor page for information on ordering an... | C: Xanax
21,market_item.xlsx|silk road 3.1|seller_raw:Ahero||market_item.xlsx|silk road 3.1|seller_raw:TheExpansionsLevande,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_seed_v1,Generic placeholder listing with no seller-specific evidence beyond empty title and description template.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:Ahero,market_item.xlsx|silk road 3.1|seller_raw:TheExpansionsLevande,silk road 3.1,silk road 3.1,Ahero,TheExpansionsLevande,different_alias,true,profile_lexical_neighbor|structural_support,8.0,1.0,1.0,0,,0,,0,,1,Weed,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: Weed
22,market_item.xlsx|silk road 3.1|seller_raw:vatsal||market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_seed_v1,Alias is built from the shared seller email vatsalmeds@gmail.com; strong continuity signal across listings.,0,1,1,test,comp_00154,8,market_item.xlsx|silk road 3.1|seller_raw:vatsal,market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,silk road 3.1,silk road 3.1,vatsal,vatsalmedsgmailcom,different_alias,true,profile_lexical_neighbor|shared_contact_exact|structural_support,9.58447,0.39522,0.606575,1,email:vatsalmeds@gmail.com,0,,0,,1,Others,0,,T: Magnum Research Desert Eagle 50 Action Express hand guns || Magnum Research Desert Eagle 50 Action Express hand guns | D: Magnum Research Desert Eagle 50 Action Express available. great price next day delivery text +1 (504) 407-1267 or vatsalmeds@gmail.com | C: Others,"T: Buy Quality Real And fake Passports,Driverâs License,ID Cards, || New in Box Kimber Master Carry Pro Crimson GUN | D: contact us via vatsalmeds@gmail.com Buy perfectly reproduced fake/ counterfeit money with holograms and all security features available . we supply perfectly... | C: Others || Services"
23,market_item.xlsx|apollon market|seller_raw:TheHacienda (100%)||market_item.xlsx|dark0de|seller_raw:thehacienda,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,positive,codex_seed_v1,Soft same-alias continuity with the same rare heroin product line and near-identical sales copy; audit-only continuity evidence.,1,0,0,audit_only_soft_alias,,,market_item.xlsx|apollon market|seller_raw:TheHacienda (100%),market_item.xlsx|dark0de|seller_raw:thehacienda,apollon market,dark0de,TheHacienda (100%),thehacienda,different_alias,false,profile_lexical_neighbor,6.032158,0.850112,0.465743,0,,0,,0,,0,,0,,T: 3.5g High Class Cream Dream Heroin Sample || 0.2g High Class Cream Dream Heroin Sample | D: 3.5g High Class Cream Dream Heroin Sample Strong Clean and Serene Melts like butter and clean when cooked. | C: Opiates,"T: 3.5g high class cream dream heroin sample uk to uk || 3.5g high class cream dream heroin sample uk to uk | D: Strong Clean and Serene Melts like butter and clean when cooked. We Do Not Have a Refund policy as we are a Trusted Vendor if you choose to order then you ag... | C: Drugs, Opiods || Drugs, Stimulants"
24,market_item.xlsx|darkfox market|seller_raw:bajie1||market_item.xlsx|vice city|seller_raw:Bajie1,en_content_train_pool,en,same_alias_identity_continuity,same_alias_continuity,high,reviewed,positive,codex_seed_v1,Same alias continuity with shared email and multiple cloned cookie/account-sale listings; audit-only continuity evidence.,1,0,0,audit_only,,,market_item.xlsx|darkfox market|seller_raw:bajie1,market_item.xlsx|vice city|seller_raw:Bajie1,darkfox market,vice city,bajie1,Bajie1,same_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,19.773912,0.417432,0.38466,1,email:kendrick@yahoo.com,6,Expedia account with cookie || amazon account with cookie || CreditKarma account with cookie || LinkedIn account with cookie || ebay account with cookie,8,IMPORTANT Because of the recent influx of new users I am forced to make sure all potential buyers understand what you can request a replacement for. Replacements for these accou... || **IMPORTANT** Because of the recent influx of new users I am forced to make sure all potential buyers understand what you can request a replacement for. Replacements for these a... || etc. It is not my responsibility to teach you how to use the accounts so please make sure you know how to use the item your purchasing. cashapp paypal account fraud dark market ...,0,,0,,"T: $500 balance CASHAPP account,♕ $3400 PayPal account ♕ + ANTIDETECT 7 ♕ + nordvpn + CASHOUT TUTORIAL || CreditKarma account with cookie | D: **IMPORTANT** Because of the recent influx of new users I am forced to make sure all potential buyers understand what you can request a replacement for. Repl... | C: Fraud,Accounts & Drops || Digital Products,Accounts",T: coinbase account with $11k guaranteed balance +email access || $400 PayPal account + email access | D: **IMPORTANT** Because of the recent influx of new users I am forced to make sure all potential buyers understand what you can request a replacement for. Repl... | C: Fraud || Accounts
25,market_item.xlsx|Cartel|seller_raw:mr_dough||market_item.xlsx|darkfox market|seller_raw:mrdough,en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,positive,codex_seed_v1,Shared ProtonMail contact and repeated niche dissociative/chemical listings across markets.,1,0,0,audit_only_soft_alias,,,market_item.xlsx|Cartel|seller_raw:mr_dough,market_item.xlsx|darkfox market|seller_raw:mrdough,Cartel,darkfox market,mr_dough,mrdough,different_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,20.226244,0.425936,0.335314,1,email:mr_dough1987@protonmail.com,3,3-cl-PCP crystals - NEW Stimulating and euphoric/dreamy disso || Buy Pure potassium cyanide || Ephenidine - K-Funk,3,"**Like-Lyrica** 50 100 mg 4-methylpregabalin capsules(pregabalin derivative created to be a more potent version of pregabalin)It is roughly 2x-3x the potency of pregabalin. A co... || N-Ethyl-1,2-diphenylethylamine Dissociative Anesthetic - Designer Super excited to bring this to you all! The general head space of KFUNK is often described as particularly euph... || We are offering potassium cyanide. An extremely poisonous white compound, kcn, used in the extraction of gold and silver from ores, in electroplating, and in photography, and as...",0,,0,,"T: 50 100 mg 4-methylpregabalin capsules **Like-Lyrica**- like pregabalin(Lyrica) but 2.5x as strong! || 3-cl-PCP crystals - NEW Stimulating and euphoric/dreamy disso | D: definetly a worthwhile chem for the dissonauts' 'i've used it a few times now and it kinda feels drunk but really strength improving and mood improving also ... | C: Drugs,Dissociatives || Drugs,Ecstasy,Other","T: 4-methylpregabalin capsules **Like-Lyrica**- like pregabalin(Lyrica) but 2.5x as strong! || 4-methylpregabalin capsules **Like-Lyrica**- like pregabalin(Lyrica) but 2.5x as strong! | D: definitely a worthwhile chem for the dissonauts' 'i've used it a few times now and it kinda feels drunk but really strength improving and mood improving also... | C: Drugs,Other || Drugs,Prescription,Stimulants"
26,market_item.xlsx|silk road 3.1|seller_raw:Gunnerman||market_item.xlsx|silk road 3.1|seller_raw:TheGunnerMan,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,positive,codex_seed_v1,Unique firearms inventory and long sales descriptions are duplicated across a close alias variant in the same market.,0,1,1,train,comp_00204,1,market_item.xlsx|silk road 3.1|seller_raw:Gunnerman,market_item.xlsx|silk road 3.1|seller_raw:TheGunnerMan,silk road 3.1,silk road 3.1,Gunnerman,TheGunnerMan,different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,18.36475,0.912781,0.944032,0,,3,"Shootingpants, 2x shootinggloves and shootingshoes || Australian Automatic Arms .223 (5.56x45) rifle || CZ 512 (.22) Carabine weapon/rifle/gun",12,1x10rounds and 1x20rounds. - You will get the guncase Ammunition not included in price. 50 x 5.56 rounds available (price negotiable) Only bad thing about the gun is the damagin... || FOR SALE: Few sportshooting-wear for the shootingrange for sale. Shootingpants from brand Sauer size 50 (EUR size) Gloves from brand Sauer size XS Gloves from brand Anschutz XS ... || FOR SALE: AAA .223 (5.56x45) select-fire (semi/full auto) rifle. I have used the gun as a hobby (gunrange & collection) and now want to sell it. The australian army used to have...,1,Others,0,,T: [SOLD!] Bulgarian AK-47 SAR-M1 (7.62x39) rifle || [SOLD!] Bulgarian AK-47 SAR-M1 (7.62x39) rifle | D: 1x10rounds and 1x20rounds. - You will get the guncase Ammunition not included in price. 50 x 5.56 rounds available (price negotiable) Only bad thing about th... | C: Others,"T: Shootingpants, 2x shootinggloves and shootingshoes || Smith & Wesson MP9 4.25 | D: 1x10rounds and 1x20rounds. - You will get the guncase Ammunition not included in price. 50 x 5.56 rounds available (price negotiable) Only bad thing about th... | C: Others"
27,market_item.xlsx|silk road 3.1|seller_raw:Ahero||market_item.xlsx|silk road 3.1|seller_raw:janmolen,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_seed_v1,Generic placeholder listing with no seller-specific evidence beyond empty title and description template.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:Ahero,market_item.xlsx|silk road 3.1|seller_raw:janmolen,silk road 3.1,silk road 3.1,Ahero,janmolen,different_alias,true,profile_lexical_neighbor|structural_support,8.0,1.0,1.0,0,,0,,0,,1,Weed,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: Weed
28,market_item.xlsx|agartha market|seller_raw:inlandpro||market_item.xlsx|agartha market|seller_raw:mert,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_seed_v1,Shared Wickr inlandpro is specific enough to support same-operator linkage despite broader catalog differences.,0,1,1,test,comp_00054,1,market_item.xlsx|agartha market|seller_raw:inlandpro,market_item.xlsx|agartha market|seller_raw:mert,agartha market,agartha market,inlandpro,mert,different_alias,true,profile_lexical_neighbor|shared_contact_exact,9.489956,0.395876,0.55735,1,wickr:inlandpro,0,,0,,2,"Pills,Pain Management || Psychedelics,Other",0,,"T: 5,10mg Diazepam Valium x200 pills Wikr.. inlandpro || Morphine, Oxycodone, Diazepam, Rohypnol, Prozac | D: Contact us on wickr for more info wickr user: Inlandpro 3. We will not accept orders place without prior notice. 4. We are also open to negotiations on price... | C: Psychedelics,2C-x || Psychedelics,Other","T: LSD Tab / Blotter tabs 250ug X100 TABS - Discrete || A-PVP ( A pvp ) APVP / FLAKKA 99.9% x 200g | D: Wickr... DCARTEL Text ... +1(443) 478-3204 Telegram : @Dutchcartel +61 488875116 (WhatsApp) ...........WHAT WE PROVIDE......... MENU= Tramadol powder Oxycodo... | C: Psychedelics,2C-x,Acid - LSD,DMT,Ecstacy - MDMA,Entheogens,Empathogens,Mescal... || Psychedelics,Spore Prints,Other"
