pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|silk road 3.1|seller_raw:ElchapoJnr||market_item.xlsx|silk road 3.1|seller_raw:MisterLoudpack,en_content_train_pool,en,train,comp_00168,negative,semantic_structural,1,1,,,,,,0.90394,0.866666,0.850732,0.70203,ElchapoJnr,MisterLoudpack,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|cannazon market|seller_raw:Frenchdealer||market_item.xlsx|darkfox market|seller_raw:fastfrance,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.887115,0.881515,0.849795,0.340607,Frenchdealer,fastfrance,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|dark0de|seller_raw:melvinbankz,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.919433,0.846656,0.933135,0.570749,fraudbuddy,melvinbankz,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|silk road 3.1|seller_raw:bestinfo||market_item.xlsx|silk road 3.1|seller_raw:digitalizzz,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.959193,0.927181,0.891143,0.666605,bestinfo,digitalizzz,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:coco86||market_item.xlsx|agartha market|seller_raw:swisstreet,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.969976,0.972826,0.976498,0.871899,coco86,swisstreet,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:ketamshop||market_item.xlsx|agartha market|seller_raw:master,en_content_train_pool,en,train,comp_00030,negative,semantic_structural,1,1,,,,,,0.93192,0.940076,0.945352,0.782491,ketamshop,master,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:luckyy7||market_item.xlsx|vice city|seller_raw:Lucky7,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.942891,0.90389,0.94871,0.371228,luckyy7,Lucky7,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:MickeyMouseNL (96%)||market_item.xlsx|apollon market|seller_raw:PostNL (100%),en_content_train_pool,en,test,comp_00084,negative,semantic_structural,1,1,,,,,,0.943096,0.902514,0.921605,0.915154,MickeyMouseNL (96%),PostNL (100%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|tor2door market|seller_raw:hudson,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.924255,0.923362,0.927888,0.423562,flame76,hudson,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:caug||market_item.xlsx|silk road 3.1|seller_raw:t2delrosario2,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.840297,0.796297,0.771475,0.719133,caug,t2delrosario2,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:AccountNinja||market_item.xlsx|silk road 3.1|seller_raw:dn21,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.907322,0.876244,0.877574,0.973172,AccountNinja,dn21,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:bajie1||market_item.xlsx|dark0de|seller_raw:pachostore,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.946062,0.922311,0.977638,0.590685,bajie1,pachostore,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|darkfox market|seller_raw:melvinbankz,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.927348,0.886937,0.924308,0.59525,fraudbuddy,melvinbankz,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|apollon market|seller_raw:Vect0r (100%)||market_item.xlsx|apollon market|seller_raw:infinity2019 (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.963394,0.941433,0.981751,0.855767,Vect0r (100%),infinity2019 (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:DWMWES||market_item.xlsx|silk road 3.1|seller_raw:triestekut,en_content_train_pool,en,train,comp_00189,negative,semantic_structural,1,1,,,,,,0.899695,0.794704,0.816841,0.529111,DWMWES,triestekut,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|cannazon market|seller_raw:DerFeinschmecker||market_item.xlsx|darkfox market|seller_raw:Feinschmecker,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.932952,0.902162,0.933047,0.580407,DerFeinschmecker,Feinschmecker,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:chems2you||market_item.xlsx|silk road 3.1|seller_raw:yellowcasecoka,en_content_train_pool,en,train,comp_00258,negative,semantic_structural,1,1,,,,,,0.895968,0.847724,0.772741,0.584482,chems2you,yellowcasecoka,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:CaptainFantasy||market_item.xlsx|silk road 3.1|seller_raw:mauri4,en_content_train_pool,en,train,comp_00174,negative,semantic_structural,1,1,,,,,,0.871026,0.827221,0.848087,0.854797,CaptainFantasy,mauri4,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:ashkumalaka||market_item.xlsx|silk road 3.1|seller_raw:drughous6410,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.920005,0.923199,0.917149,0.538142,ashkumalaka,drughous6410,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|vice city|seller_raw:Fraudbuddy||market_item.xlsx|vice city|seller_raw:Melvinbankz,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.918782,0.910669,0.933819,0.540428,Fraudbuddy,Melvinbankz,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|silk road 3.1|seller_raw:SUPPERFLY||market_item.xlsx|silk road 3.1|seller_raw:themoon,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.899769,0.845782,0.82709,0.577966,SUPPERFLY,themoon,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:bluebeer (75%)||market_item.xlsx|cypher market|seller_raw:globalstims,en_content_train_pool,en,valid,comp_00101,negative,semantic_structural,1,1,,,,,,0.925496,0.908389,0.880426,0.627814,bluebeer (75%),globalstims,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Hack993||market_item.xlsx|silk road 3.1|seller_raw:TheNeo,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.933955,0.927228,0.943703,0.548708,Hack993,TheNeo,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:Tornad0cc||market_item.xlsx|silk road 3.1|seller_raw:dumbakarahi1,en_content_train_pool,en,train,comp_00150,negative,semantic_structural,1,1,,,,,,0.928385,0.877501,0.926057,0.559877,Tornad0cc,dumbakarahi1,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|vice city|seller_raw:RamashkaCC||market_item.xlsx|vice city|seller_raw:Sputnik706,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.93629,0.928054,0.936369,0.856226,RamashkaCC,Sputnik706,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:AddyUSA (100%)||market_item.xlsx|dark0de|seller_raw:lastpink,en_content_train_pool,en,train,comp_00058,negative,semantic_structural,1,1,,,,,,0.882367,0.838891,0.853925,0.520497,AddyUSA (100%),lastpink,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:sixxzeros||market_item.xlsx|darkfox market|seller_raw:dotzero,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.910832,0.87196,0.906125,0.545356,sixxzeros,dotzero,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:KingKongNL||market_item.xlsx|silk road 3.1|seller_raw:Lucky7,en_content_train_pool,en,test,comp_00015,negative,semantic_structural,1,1,,,,,,0.946762,0.935011,0.918589,0.694329,KingKongNL,Lucky7,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:drugs-bunny (99%)||market_item.xlsx|apollon market|seller_raw:snow-white (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.919734,0.89357,0.925432,0.674496,drugs-bunny (99%),snow-white (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:bestgroup1 (100%)||market_item.xlsx|silk road 3.1|seller_raw:bralle,en_content_train_pool,en,test,comp_00019,negative,semantic_structural,1,1,,,,,,0.924913,0.894414,0.888414,0.532456,bestgroup1 (100%),bralle,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Amm4rt14n1||market_item.xlsx|silk road 3.1|seller_raw:henkjan,en_content_train_pool,en,train,comp_00169,negative,semantic_structural,1,1,,,,,,0.899536,0.849513,0.83776,0.846819,Amm4rt14n1,henkjan,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|darkfox market|seller_raw:Dimma||market_item.xlsx|silk road 3.1|seller_raw:Mirando,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.945935,0.924419,0.958682,0.552874,Dimma,Mirando,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:AccountNinja||market_item.xlsx|silk road 3.1|seller_raw:thebuffalo,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.929105,0.923151,0.892798,0.971154,AccountNinja,thebuffalo,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:pringless555||market_item.xlsx|versus market|seller_raw:pringles555,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.927845,0.879889,0.916505,0.443179,pringless555,pringles555,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:alphapharmaltd||market_item.xlsx|darkfox market|seller_raw:streetpushers,en_content_train_pool,en,train,comp_00119,negative,semantic_structural,1,1,,,,,,0.899727,0.911332,0.957012,0.514478,alphapharmaltd,streetpushers,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts||market_item.xlsx|silk road 3.1|seller_raw:thebuffalo,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.935739,0.908189,0.902024,0.979175,premiumaccounts,thebuffalo,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Chrisdaniel||market_item.xlsx|silk road 3.1|seller_raw:Donaldsilk,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.957261,0.933441,0.957219,0.538836,Chrisdaniel,Donaldsilk,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:CaliforniaGirl (100%)||market_item.xlsx|apollon market|seller_raw:habbyshabby (99%),en_content_train_pool,en,train,comp_00063,negative,semantic_structural,1,1,,,,,,0.923762,0.856067,0.766641,0.675306,CaliforniaGirl (100%),habbyshabby (99%),different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|silk road 3.1|seller_raw:ez1969||market_item.xlsx|silk road 3.1|seller_raw:zymo,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.899956,0.871187,0.742237,0.65294,ez1969,zymo,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|darkfox market|seller_raw:highsierra||market_item.xlsx|vice city|seller_raw:Highsierraranch,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.965672,0.958676,0.986169,0.497261,highsierra,Highsierraranch,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:Darkhackman||market_item.xlsx|Lime|seller_raw:Gerybell,en_content_train_pool,en,train,comp_00032,negative,semantic_structural,1,1,,,,,,0.944442,0.926645,0.960576,0.820258,Darkhackman,Gerybell,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Tig3r (90%)||market_item.xlsx|apollon market|seller_raw:infinity2019 (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.954837,0.949804,0.979151,0.997047,Tig3r (90%),infinity2019 (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Stoney14||market_item.xlsx|silk road 3.1|seller_raw:guybrush,en_content_train_pool,en,train,comp_00239,negative,semantic_structural,1,1,,,,,,0.889173,0.804334,0.776041,0.730411,Stoney14,guybrush,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|darkfox market|seller_raw:premierpharma||market_item.xlsx|versus market|seller_raw:stealthmedsuk,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.953478,0.937512,0.966248,0.648599,premierpharma,stealthmedsuk,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:bestgroup1 (100%)||market_item.xlsx|darkfox market|seller_raw:bestgroup,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.960218,0.931356,0.961452,0.581764,bestgroup1 (100%),bestgroup,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:DerFeinschmecker (100%)||market_item.xlsx|darkfox market|seller_raw:Feinschmecker,en_content_train_pool,en,train,comp_00068,positive,text_clone_primary,1,1,,,,,,0.917492,0.88576,0.914064,0.50651,DerFeinschmecker (100%),Feinschmecker,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|apollon market|seller_raw:Omegakappa1 (100%)||market_item.xlsx|darkfox market|seller_raw:Odessy007,en_content_train_pool,en,train,comp_00088,negative,semantic_structural,1,1,,,,,,0.904745,0.880014,0.927117,0.511045,Omegakappa1 (100%),Odessy007,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:bityz||market_item.xlsx|silk road 3.1|seller_raw:kelux,en_content_train_pool,en,train,comp_00250,negative,semantic_structural,1,1,,,,,,0.91762,0.85494,0.834869,0.887708,bityz,kelux,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:likeseun||market_item.xlsx|silk road 3.1|seller_raw:theopenmind,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.863174,0.853538,0.803542,0.216408,likeseun,theopenmind,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:TeslaTradings||market_item.xlsx|silk road 3.1|seller_raw:drafter127,en_content_train_pool,en,train,comp_00241,negative,semantic_structural,1,1,,,,,,0.945737,0.9053,0.883164,0.881379,TeslaTradings,drafter127,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:BlueMoonMorning (100%)||market_item.xlsx|apollon market|seller_raw:greenpirate (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.934242,0.917861,0.94576,0.615087,BlueMoonMorning (100%),greenpirate (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:King24783||market_item.xlsx|silk road 3.1|seller_raw:mutantmass,en_content_train_pool,en,train,comp_00210,negative,semantic_structural,1,1,,,,,,0.940209,0.938409,0.929576,0.682725,King24783,mutantmass,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:PharmaWorldUK||market_item.xlsx|versus market|seller_raw:ldnexpert,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.944109,0.908927,0.933925,0.521647,PharmaWorldUK,ldnexpert,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:honor||market_item.xlsx|silk road 3.1|seller_raw:joanguy,en_content_train_pool,en,train,comp_00262,negative,semantic_structural,1,1,,,,,,0.940297,0.904875,0.914849,0.963302,honor,joanguy,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|cypher market|seller_raw:Pinoccio||market_item.xlsx|dark0de|seller_raw:pinoccio77,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.903101,0.838936,0.843908,0.487338,Pinoccio,pinoccio77,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:3Monkeys (96%)||market_item.xlsx|apollon market|seller_raw:DutchHarbour (50%),en_content_train_pool,en,train,comp_00056,negative,semantic_structural,1,1,,,,,,0.924784,0.897152,0.904646,0.720245,3Monkeys (96%),DutchHarbour (50%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:mark7000||market_item.xlsx|silk road 3.1|seller_raw:maryjohanna,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.958871,0.955531,0.967894,0.876873,mark7000,maryjohanna,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:TopCrop||market_item.xlsx|silk road 3.1|seller_raw:northsidedom,en_content_train_pool,en,train,comp_00203,negative,semantic_structural,1,1,,,,,,0.895702,0.823689,0.849093,0.842446,TopCrop,northsidedom,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Charlie-s (100%)||market_item.xlsx|apollon market|seller_raw:Naturalminds (100%),en_content_train_pool,en,train,comp_00064,negative,semantic_structural,1,1,,,,,,0.93971,0.91234,0.906219,0.829845,Charlie-s (100%),Naturalminds (100%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Gecko (100%)||market_item.xlsx|dark0de|seller_raw:gecko123,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.908859,0.908127,0.861129,0.352269,Gecko (100%),gecko123,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:DEATHOFME||market_item.xlsx|silk road 3.1|seller_raw:hamma1,en_content_train_pool,en,train,comp_00187,negative,semantic_structural,1,1,,,,,,0.908762,0.892402,0.90141,0.683853,DEATHOFME,hamma1,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:everready||market_item.xlsx|agartha market|seller_raw:fivestarlegit,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.940219,0.915396,0.953802,0.466791,everready,fivestarlegit,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts||market_item.xlsx|silk road 3.1|seller_raw:thugdos,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.940976,0.91578,0.916523,0.82529,premiumaccounts,thugdos,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:Hilfiger||market_item.xlsx|dark0de|seller_raw:pillsdr,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.928012,0.901491,0.927232,0.606486,Hilfiger,pillsdr,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:thedevilsadvocate||market_item.xlsx|silk road 3.1|seller_raw:wood923,en_content_train_pool,en,train,comp_00141,negative,semantic_structural,1,1,,,,,,0.891757,0.820016,0.746678,0.7754,thedevilsadvocate,wood923,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:rightshop||market_item.xlsx|agartha market|seller_raw:smack112,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.942182,0.913248,0.932452,0.541817,rightshop,smack112,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:DomCobb||market_item.xlsx|silk road 3.1|seller_raw:robthesilkroad,en_content_train_pool,en,train,comp_00002,negative,semantic_structural,1,1,,,,,,0.794805,0.698666,0.752223,0.6496,DomCobb,robthesilkroad,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:shorestore (100%)||market_item.xlsx|dark0de|seller_raw:sstore,en_content_train_pool,en,valid,comp_00113,negative,semantic_structural,1,1,,,,,,0.92373,0.902256,0.909039,0.645009,shorestore (100%),sstore,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Newworldorder||market_item.xlsx|silk road 3.1|seller_raw:hamma1,en_content_train_pool,en,train,comp_00187,negative,semantic_structural,1,1,,,,,,0.861538,0.778364,0.794914,0.794134,Newworldorder,hamma1,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Moneymover007||market_item.xlsx|silk road 3.1|seller_raw:QuantichR,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.919549,0.892982,0.907948,0.343561,Moneymover007,QuantichR,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:sm0ke||market_item.xlsx|silk road 3.1|seller_raw:dunderchief,en_content_train_pool,en,train,comp_00141,negative,semantic_structural,1,1,,,,,,0.910195,0.83664,0.860724,0.543343,sm0ke,dunderchief,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Karky (100%)||market_item.xlsx|tor2door market|seller_raw:DARKNOOB,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.896462,0.868393,0.883976,0.430435,Karky (100%),DARKNOOB,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:LaCoca (100%)||market_item.xlsx|apollon market|seller_raw:ScarlettsK (100%),en_content_train_pool,en,train,comp_00082,negative,semantic_structural,1,1,,,,,,0.938114,0.876056,0.887461,0.922107,LaCoca (100%),ScarlettsK (100%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|cypher market|seller_raw:sococreations||market_item.xlsx|dark0de|seller_raw:sococreationsco,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.930706,0.89239,0.917233,0.456602,sococreations,sococreationsco,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:CCSELL123||market_item.xlsx|silk road 3.1|seller_raw:r00ter,en_content_train_pool,en,train,comp_00181,negative,semantic_structural,1,1,,,,,,0.895794,0.862881,0.74368,0.935013,CCSELL123,r00ter,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|silk road 3.1|seller_raw:amazon8888||market_item.xlsx|silk road 3.1|seller_raw:maxcell5555,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.930782,0.925029,0.970393,0.825292,amazon8888,maxcell5555,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:brandon77||market_item.xlsx|darkfox market|seller_raw:MOLADVI,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.917265,0.890147,0.940679,0.499696,brandon77,MOLADVI,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Brisk88||market_item.xlsx|silk road 3.1|seller_raw:peterclark,en_content_train_pool,en,train,comp_00179,negative,semantic_structural,1,1,,,,,,0.898967,0.779075,0.744137,0.554357,Brisk88,peterclark,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
