balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
11,identifier_plus_text,market_item.xlsx|中文暗网交易市场|seller_raw:564088||market_item.xlsx|茶马古道|seller_raw:/shop/9636,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,17.74073,different_alias,false,中文暗网交易市场,茶马古道,564088,/shop/9636,email:k_dibiase_90@yaho.com.au || email:stefanie_5287@hotmail.com || email:riches.katie@gmail.com,澳大利亚数据2020年澳大利亚消费者数据71764条,性别 riches.katie@gmail.com VIC Katie Riches 11 imbros street hampton 3188 Australia 413472469 Female stefanie_5287@hotmail.com VIC stefanie olivieri 27 higgs cct sunbury 3429 Aus...,,,0.698233,0.275666,T: 澳大利亚数据2020年澳大利亚消费者数据71764条 || 澳大利亚数据2020年澳大利亚消费者数据71764条 | D: 性别 riches.katie@gmail.com VIC Katie Riches 11 imbros street hampton 3188 Australia 413472469 Female stefanie_5287@hotmail.com VIC stefanie olivieri 27 higgs ... | C: 数据资源,T: 澳大利亚数据2020年澳大利亚消费者数据71764条 || 澳大利亚数据2020年澳大利亚消费者数据71764条 | D: 性别 riches.katie@gmail.com VIC Katie Riches 11 imbros street hampton 3188 Australia 413472469 Female stefanie_5287@hotmail.com VIC stefanie olivieri 27 higgs ... | C: 数据,reviewed,positive,codex_seed_v1,Exact cross-market clone of the same Australia consumer-data package with repeated email fields and identical long description.
12,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:595944||market_item.xlsx|茶马古道|seller_raw:/shop/439854,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|shared_title_clone,15.692996,different_alias,false,中文暗网交易市场,茶马古道,595944,/shop/439854,,近期多人要求私拍测试印度网购数据我整理了5000条拿去测试吧 || 2021年1月份棋牌博彩女性微信全活跃号9万多条 || 最新女性数据全微信号活跃粉9万6千条 || 河北宝妈数据5000条测试 || 2021年1月份新脱库的宝妈粉7万多条,近期有多个朋友要求私拍测试，我最近也忙就不一个个去测试了，我整理了5000条，你们自己拍去测试吧，这个库总共有78万条， 测试后想包库的，给我留言，先到先得，包出去后，1个月内不会卖第二次，1个月后开始当二手卖了 || 兼职数据，已筛选过空号 沉默号 数量：36万条 数据保真，不保引流效果，看好再拍，用途自行开发 数据出售，概不退换！先拍先用！自动发货，无需等待！ || 社工库数据，已筛选过空号 沉默号 数量：62万条 数据保真，不保引流效果，看好再拍，用途自行开发 数据出售，概不退换！先拍先用！自动发货，无需等待！,,,0.64306,0.417318,T: 近期多人要求私拍测试印度网购数据我整理了5000条拿去测试吧 || 兼职数据36万条 | D: 近期有多个朋友要求私拍测试，我最近也忙就不一个个去测试了，我整理了5000条，你们自己拍去测试吧，这个库总共有78万条， 测试后想包库的，给我留言，先到先得，包出去后，1个月内不会卖第二次，1个月后开始当二手卖了 | C: 数据资源,T: 近期多人要求私拍测试，印度网购数据，我整理了5000条，拿去测试吧！ || 印度Flipkart网购数据，更新第2部分，活跃度可见！20300多条whatsapp | D: 转行了，出十几个好料站，CVV 轨道 带密站，测额测活站 自己做的或中介都可以入手了，好东西，不多说了， 东西看好再下，都是自己在上面充币买过料的， 质量还不错 拍下后，自动发货，付完款，在下方会显示一个链接， 自己下载一下就行，东西全在里面 如果有好的通道或机子，可以在下面留言给我 或者关于盗刷这块的问题，可以... | C: 数据 || 虚拟,reviewed,positive,codex_seed_v1,Multiple shared package titles and long-form sales copy for the same data products across markets.
13,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/446222||market_item.xlsx|茶马古道|seller_raw:/shop/455192,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,7.610908,different_alias,true,茶马古道,茶马古道,/shop/446222,/shop/455192,,,,服务,,0.936516,0.995906,T: 监狱捞人，全国监狱可捞 || 监狱捞人，全国监狱可捞 | D: 看好再来，百分之二十需要先打款，没办法担保，钱收了我这也得往上送，这个也没办法方面交易，毕竟我不能拿我前途说事 | C: 服务,T: 监狱捞人全国可接 || 监狱捞人全国可接 | D: 看好再来，百分之二十需要先打款，没办法担保，钱收了我这也得往上送，这个也没办法当面交易，毕竟我不能拿我前途说事 | C: 服务,reviewed,uncertain,codex_seed_v1,"Highly similar prison-extraction service copy, but no identifier evidence and possible same-niche template reuse."
14,identifier_primary,market_item.xlsx|茶马古道|seller_raw:/shop/444530||market_item.xlsx|茶马古道|seller_raw:/shop/461246,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact|structural_support,8.95264,different_alias,true,茶马古道,茶马古道,/shop/444530,/shop/461246,telegram:ffggzz,,,数据,,0.258378,0.701186,"T: 老字号收一手网购数据，网络电话@ffggzz || 老字号收一手网购数据，网络电话@ffggzz | D: 合作须知，骗子勿扰 -------------------------------- #实时一手数据 #提供测试，站内交易 收网购数据（客单价高为优） 平台：淘宝，京东，唯品会，贝贝，小红书，蘑菇街 目类：母婴、化妆品 格式：姓名,手机,地址,商品名称,商品金额.下单日期 TG:@ffggzz 蝙蝠：420894... | C: 数据",T: 信誉长期收购一手网购、网贷、政府内部数据 || 高价收购一手母婴化妆品网购数据@ffggzz | D: 商品金额.下单日期 2、收网贷数据 实时数据 注册 申请 被拒 实时全格式网贷下款 3、收政府内部数据 县政协委员 | C: 数据,reviewed,positive,codex_seed_v1,Shared Telegram handle ffggzz across both data-buying profiles; same buyer intent and contact channel strongly support linkage.
15,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:536419||market_item.xlsx|茶马古道|seller_raw:/shop/462274,sockpuppet_primary,medium,profile_lexical_neighbor,5.492004,different_alias,false,中文暗网交易市场,茶马古道,536419,/shop/462274,,,,,,0.749439,0.497685,T: 短信接码平台_20年3月份仍然正常用的优质平台 || 短信接码平台_20年3月份仍然正常用的优质平台 | D: 20年3月份仍然正常用的_优质短信接码平台 能短信接码的项目比较多，具体查看附图 注册，充值方式，包含国家，接码界面等，都有附图 平台客服咨询非常细心负责 需要翻墙，电脑端使用 没有固定充值要求，可充随意金额 平台使用方法和其他接码平台类似： 选择需要的接码项目-->获取手机号-->填入到你的项目-->等待接收短... | C: 虚拟物品,T: 常用的海外接码平台（长短期都有，价格还可以） || 常用的海外接码平台（长短期都有，价格还可以） | D: 2021年3月份仍然正常用的_优质短信接码平台 能短信接码的项目比较多，具体查看附图 注册，充值方式，包含国家，接码界面等，都有附图 平台客服咨询非常细心负责 大部分都不需要翻墙，电脑端使用 没有固定充值要求，可充随意金额 平台使用方法和其他接码平台类似： 选择需要的接码项目-->获取手机号-->填入到你的项目-... | C: 虚拟,reviewed,uncertain,codex_seed_v1,"Strong thematic overlap on SMS-receive platforms, but no exact identifier or clone evidence."
16,identifier_plus_text,market_item.xlsx|茶马古道|seller_raw:/shop/402037||market_item.xlsx|茶马古道|seller_raw:/shop/6332,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|shared_title_clone,17.335274,different_alias,true,茶马古道,茶马古道,/shop/402037,/shop/6332,telegram:zhubajie001,高价收网贷实时一收网购商城实时历史等数据 招技术,近三个月内一手历史或实时数据都可以 {三}收快递实时未签收数据,数据,,0.609375,0.339512,T: 高价收网贷实时一收网购商城实时历史等数据 招技术 || 高价收网贷实时一收网购商城实时历史等数据 招技术 | D: 常年需要 {四}收银行数据 理财数据等 {五}收短信通道 卡发等群发通道 {六}招牛逼技术人员 年入千万不是梦 你有技术 我有需求 安全无风险 可来咨询 另收大学生数据 | C: 数据,T: 高价收 网贷 网购实时历史 网贷注册 下款 理财银行等数据 || 收网贷收网购商城收快递实时等数据老牌收货 | D: 收售 网购实时历史 网贷注册 下款 理财银行等数据 一 常年收网贷当天申请 注册 被拒 贷款数据 或下款 回款数据 常年需求 日需30万量 有实力的可长期包养 二 收网购实时 历史 一手数据 快递实时未签收 母婴女性购物数据优先 常年大量需要 三收理财银行等数据 四 收大学生贷款数据 四 寻实力技术 日赚十万不是... | C: 漏洞 || 数据,reviewed,positive,codex_seed_v1,Shared Telegram contact plus overlapping high-volume data-buying copy in the same market.
17,text_clone_primary,market_item.xlsx|茶马古道|seller_raw:/shop/397616||market_item.xlsx|茶马古道|seller_raw:/shop/398592,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,15.378056,different_alias,true,茶马古道,茶马古道,/shop/397616,/shop/398592,,匿名隐藏防止网警追踪操作系统--在网络上完全隐匿自己--隐藏真实身份网警国安都无法找到你--防喝茶必备!-- 非win系统那种没真正匿名效果的技术 || Telegram匿名电报机器人搭建(隐藏真实IP防止网警追踪)做黑产必备防喝茶！ || 【门罗币】洗钱，2021最安全洗钱方式！(原创),步骤如下： 1. 网络层面的防范 2. 个人软件的防范 3. 操作系统的防范 4. 通讯工具的防范 5. 用虚拟机安装匿名操作系统 6. 用多重代理隐匿公网 IP 7. 用虚拟机隐匿公网 IP 8. 如何搭配“多重代理”和“多虚拟机” 免费赠送价值50美金的匿名大文件传送工具和匿名邮箱（黑客专用） 免费赠送价值50美金的世界知名VPN 俄罗斯破解版（永... || 一般来说，洗钱有以下几种主流方式： 现金洗钱 第三方支付洗钱 礼品卡洗钱 虚拟货币洗钱 赌场洗钱 黑市交易洗钱 地下钱庄洗钱 线上赌博平台洗钱 代收洗钱 我们今天教授的就是用门罗币洗钱，也是近几年最流行的洗钱手段。 用门罗币洗钱，是很多人都知道的洗钱方式，很多人只懂皮毛而不知其神秘的内涵和惊人的效果，门罗币以它的特性做到了真正的匿名无法追踪。 前段时间... || 前言：很多人还在网络上搜索或学习一些已经淘汰的多年前的匿名教程，随着国内网络以及有关部门的风控加强，那些技术已经不足以抵挡监控部门的审查，对于做黑灰行业或者做敏感事情的人来说应该与时俱进，掌握更高端的匿名技术，这样才能更安全的保全自己。 和那些没有售后没有技术指导的商品不同，我们会随时在线一对一解答您遇到的技术细节问题，您如有需要的时候我们随时可以远程...,技术 || 服务 || 漏洞,,0.500249,0.688281,T: 匿名网络操作系统--隐藏真实身份网警国安都无法找到你--自动清除任何上网痕迹和通讯数据-非win系统那种没真正匿名效果的技术（黑灰必备）！ || （黑灰产必备工具）匿名邮箱、匿名传送文件工具、匿名通讯工具 | D: 电报设置层面： 至少做到三点，1不用手机号注册，2不允许访问本机通讯录，3不仅要隐藏自己的电话号码，还要关闭号码配对功能才能相对安全，方法： 社工层面： 至少明白三点，1每个电报中文群的潜水员里都有网警的机器人bot，用于自动化收集群内聊天做文字内容分析处理，一旦关键字组合等触发预警，那么人工的网安就会在群里开始... | C: 虚拟 || 漏洞,T: 匿名隐藏防止网警追踪操作系统--在网络上完全隐匿自己--隐藏真实身份网警国安都无法找到你--防喝茶必备!-- 非win系统那种没真正匿名效果的技术 || 匿名隐藏防止网警追踪操作系统--在网络上完全隐匿自己--隐藏真实身份网警国安都无法找到你--防喝茶必备!-- 非win系统那种没真正匿名效果的技术 | D: 在于通过私钥来转变数字货币的所有权，而不是拿到被污染的币然后直接“洗”，我们用到的混币器霸道处在于，用户需要先发送比特币到工具提供的地址，然后从网站获得存有相等数额的比特币的代码（实际对应的是私钥，用户可以导入钱包，自由决定何时何地发币），每个代码都由工具预先设置了一串私钥，并向其对应地址存入了特定金额的比特币 | C: 漏洞 || 技术,reviewed,positive,codex_seed_v1,Shared long-form niche tutorials on anonymity and laundering with multiple repeated titles and long description overlap.
18,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/429595||market_item.xlsx|茶马古道|seller_raw:/shop/431498,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,7.596346,different_alias,true,茶马古道,茶马古道,/shop/429595,/shop/431498,,,,实物,,0.937811,0.98474,T: 求购沙漠之鹰或者54手枪，有资源的留言，骗子勿扰！ || 求购沙漠之鹰或者54手枪，有资源的留言，骗子勿扰！ | D: 求购沙漠之鹰或者54手枪，有资源的留言，骗子勿扰 | C: 实物,T: 求购沙漠之鹰或者54.92.格洛克手枪，有资源的留言，骗子勿扰！ || 求购沙漠之鹰或者54.92.格洛克手枪，有资源的留言，骗子勿扰！ | D: 求购沙漠之鹰或者54.92.格洛克手枪，有资源的留言，骗子勿扰 | C: 实物,reviewed,uncertain,codex_seed_v1,"Near-duplicate firearm wanted post, but could be template copying without additional seller-specific evidence."
19,identifier_primary,market_item.xlsx|茶马古道|seller_raw:/shop/428039||market_item.xlsx|茶马古道|seller_raw:/shop/436689,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact,8.268088,different_alias,true,茶马古道,茶马古道,/shop/428039,/shop/436689,telegram:vip822,,,数据,,0.23529,0.428174,"T: 高价收购淘宝订单数据,网贷数据 || 高价寻求微信PC端电脑端多开软件 | D: 2:数据要求女性商品，如母婴，婴儿商品，如：女装，化妆品，母婴用品，童装等等，具体可以咨询 | C: 数据 || 技术","T: [color=#ff0000]高价收WD网贷数据,加飞机@vip822[/color] || 收WD网贷数据,飞机@vip822 蝙蝠3034964 | D: 求一手大平台料商，价钱根本不是事，测的好，直接打包 | C: 数据",reviewed,positive,codex_seed_v1,Shared Telegram handle vip822 across highly similar data-buying posts in the same market.
20,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:606193||market_item.xlsx|茶马古道|seller_raw:/shop/461572,sockpuppet_primary,medium,profile_lexical_neighbor,5.297578,different_alias,false,中文暗网交易市场,茶马古道,606193,/shop/461572,,,,,,0.718115,0.494444,T: 2021年最新建设银行客户48578条银行卡数据 || 2021年最新建设银行客户48578条银行卡数据 | D: 2021年最新建设银行客户48578条银行卡数据 建设银行2021年最新内部流出银行卡数据48578条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源,T: 最新交通银行客户48595条银行卡数据 || 最新交通银行客户48595条银行卡数据 | D: 最新交通银行客户48595条银行卡数据 交通银行2021年最新内部流出银行卡数据48595条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————————————... | C: 数据,reviewed,negative,codex_seed_v1,Bank-customer data package template is too generic and differs by bank; no identifier or exact clone evidence.
21,identifier_plus_text,market_item.xlsx|茶马古道|seller_raw:/shop/410559||market_item.xlsx|茶马古道|seller_raw:/shop/413373,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|structural_support,15.60382,different_alias,true,茶马古道,茶马古道,/shop/410559,/shop/413373,telegram:hjm910414,,普通四件套=20份 需开通支付宝（实名）+5份 需开通微信（实名）+5份 带交易所(实名）一个+6份（可指定哪个交易所 火币优先） 手机(安卓手机)加800 需要其他定制请详谈 关于售后：保质期到你手的2个月 期间出现补卡 || 也可以先拍下一份加我联系方式，私聊我，谈不拢，我会把钱退给你 出售手机卡，联通电信移动，实名制，300人民币一张，10张起发，48小时之内发货 ，TG－hjm910414 || 靠谱银行卡四件套货源 15美金=100rmb=1份 例如只需要基本四件套拍20份 基本4件套包括 身份证正反照片+1张全新银行卡（可指定开通哪家银行）+1张全新手机卡，1个网银盾，会携带密码,四件套号卡,,0.558081,0.627667,T: 诚信靠谱银行卡四件套可带火币微信支付宝 || 出售银行卡可带火币，微信，支付宝， | D: 普通四件套=17份 需开通支付宝（实名）+3份 需开通微信（实名）+3份 带交易所(实名）一个+5份（可指定哪个交易所 火币优先） 手机(安卓手机)加400 需要其他定制请详谈 关于售后：保质期到你手的2个月 期间出现补卡 | C: 四件套号卡 || 实物,T: 全网最靠谱的银行卡四件套，可待火币微信支付宝 || 在台国内银行卡出售，可带交易所支付宝微信 | D: 普通四件套=20份 需开通支付宝（实名）+5份 需开通微信（实名）+5份 带交易所(实名）一个+6份（可指定哪个交易所 火币优先） 手机(安卓手机)加800 需要其他定制请详谈 关于售后：保质期到你手的3个月 期间出现补卡 | C: 四件套号卡 || 技术,reviewed,positive,codex_seed_v1,Shared Telegram handle and repeated four-piece bank-kit sales copy in the same market.
22,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:573258||market_item.xlsx|茶马古道|seller_raw:/shop/455140,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|shared_title_clone,15.317768,different_alias,false,中文暗网交易市场,茶马古道,573258,/shop/455140,,十万多条最新包括手机姓名电话地址以及保守估测资金量 || 东莞证券渗透数据覆盖多地区格式详细 || 最新一手证券公司数据 || 刚刚出的不到五万条渗透股民数据,———————————————————————— 刘颖 15848819539 150203197903080625 内蒙古自治区包头市昆都仑区钢18#街坊29栋64号 董智慧 18686159695 150203198901073362 内蒙古自治区包头市昆都仑区钢28街坊盛星小区10栋36号 石永海 13500638766 152301195412... || 名称：东莞证券 类型：证券类数据 数量: 65069条 格式：客户姓名 注册身份证号码 性别 注册营业手机 注册邮箱 省 城市 地址 生日 浮动盈亏 客户受教育程度 资金/万元 投资性格 银证公司 已经过筛选 测试有数据也有附图： 《拍下自动发货》 ----------------------------------------------------... || 名称：最新一手证券公司数据【51568条共计】 类型：证券类数据 数量: 五万一千多条 格式：格式：姓名，开户证件号码，性别，手机号，邮箱，省，市，籍贯，邮编，生日，教育程度，浮动盈亏，客户等级，投资性格，资金量。【格式附图：】 已经过筛选 数据 《拍下自动发货》 --------------------------------------------...,,,0.573733,0.437685,T: 12月新800万身份信息可以挑选男女已去重复自动发货 || 12月新800万身份信息可以挑选男女已去重复自动发货 | D: 附件: 性别 注册联系 注册邮箱 省 城市 地址/籍贯 生日 行业 资金盈亏 婚姻 教育 女 18605227288 sunchunlan@163.com 江苏省 扬州市 江苏省扬州市江都大桥镇杨墅村大西组36号 1979-01-11 计算机/互联网/通信/电子业 3000－5999元 已婚 大本 男 13917... | C: 数据资源,T: 十万多条最新包括手机姓名电话地址以及保守估测资金量 || 内部干货外面高价卖的很火的各种黑技术 | D: 格式包括有： 【企业名称】 【企业注册日期】 【企业注册详细地址】【固定电话号码】【手机号码】 【纳税人】【识别号法人】 【运营状态】【注册资本】 【商业范围】【曾使用名称】【工商注册号】【邮箱】 【网站地址】【统一信用代码】 【组织机构代码】【企业类型】 【所属行业】【登记机关住所】 【经营场所】【邮政编码】【... | C: 数据 || 技术,reviewed,positive,codex_seed_v1,Multiple securities-data package titles and long-form descriptions repeat across markets.
23,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:31252||market_item.xlsx|中文暗网交易市场|seller_raw:99610,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,7.557336,different_alias,true,中文暗网交易市场,中文暗网交易市场,31252,99610,,,,私人专拍,,1.0,0.778668,T: 私人专拍 || 私人专拍 | D: 私人专拍！！！！！ | C: 私人专拍,T: 私人专拍 || 私人专拍 | D: 私人专拍！！！！ | C: 私人专拍,reviewed,negative,codex_seed_v1,Private-shoot placeholder is too generic and lacks any seller-specific linkage evidence.
24,identifier_primary,market_item.xlsx|茶马古道|seller_raw:/shop/440109||market_item.xlsx|茶马古道|seller_raw:/shop/458500,sockpuppet_primary,high,shared_contact_exact|structural_support,7.843168,different_alias,true,茶马古道,茶马古道,/shop/440109,/shop/458500,telegram:shujuke,,,数据,,0.0,0.921584,"T: 2020年淘宝、拼多多、京东、小红书等电商平台最新购物数据，带号码、实名、性别、昵称、购买详情等,需要的电报联系 || 2020年淘宝最新购物数据，带号码、实名、性别、昵称、购买详情、购买时间等，需要的电报联系 | D: 淘宝数据检测活跃度，手机号码检测是否注册有淘宝 telegram搜索@taobaokeke 添加好友 发送您的需求，会及时回复 | C: 数据",T: 长期出售 一手 实时 电商女性料，淘宝，京东，拼多多，唯品会等 || 出 一手 实时 电商数据 淘宝，京东，拼多多，唯品会 | D: 专业做精准访客数据，覆盖全行业（WD除外） 需提供模型链接，或APP名字截图， T+2出数（指定男/女电商，保健品，奢侈品等类目日出2 TG认准数据客 @shujuke 欢迎来撩 | C: 数据,reviewed,positive,codex_seed_v1,Shared Telegram shujuke across highly similar e-commerce data-selling profiles.
25,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:573301||market_item.xlsx|茶马古道|seller_raw:/shop/418341,sockpuppet_primary,medium,profile_lexical_neighbor,5.288488,different_alias,false,中文暗网交易市场,茶马古道,573301,/shop/418341,,,,,,0.777542,0.311618,T: 任意QQ代查绑定密保手机号码 || 任意QQ代查绑定密保手机号码 | D: 接批量代查，支持验证准确率后在谈合作 切记：我们代查出来得百分之85是当前绑定得密保手机，如果你怀疑我们得实力，你大可来测试我们得准确率，我们会教你怎么验证准确率或者有专门得网站给你验证，直到你满意后我们在谈合作 查任意得5-10位号码、也支持单查 价格偏高 需要得老板拍下一份会有我得TG 切记：查出来得百分之8... | C: 服务业务,T: 5-10位任意QQ代查对应绑定得密保手机号码 || 任意QQ查现绑密保手机号码 | D: 切记：我们代查出来得百分之85是当前绑定得密保手机，如果你怀疑我们得实力，你大可来测试我们得准确率，我们会教你怎么验证准确率或者有专门得网站给你验证，直到你满意后我们在谈合作 查任意得5-10位号码、也支持单查 价格偏高 需要得老板拍下一份会有我得纸飞机TG 联系方式 切记：查出来得百分之85是当前绑定对应得密保... | C: 技术 || 服务,reviewed,uncertain,codex_seed_v1,"QQ-bound-phone lookup service copy is very similar, but there is no exact identifier or clone hit retained by the candidate builder."
26,identifier_plus_text,market_item.xlsx|茶马古道|seller_raw:/shop/444654||market_item.xlsx|茶马古道|seller_raw:/shop/459141,sockpuppet_primary,high,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|structural_support,15.250864,different_alias,true,茶马古道,茶马古道,/shop/444654,/shop/459141,telegram:fz12120,,TG:FZ12120 诚信出售四件套卡盾，可实名制注册微信支付宝，交易所等，诚信出售正规实名制手机卡，一手靠谱货源，保质30天，快递包装，绝对安全,实物,,0.377781,0.992089,T: 出 四 件 套 || 出 四 件 套 | D: 15美金=100人民币，1份=100人民币，请根据需求拍下 纯四件套：银行卡+身份证正反面照片+实名预留手机卡+U盾 价格:2000元/一套 需实名注册微信加500 实名注册支付宝加500 实名注册交易平台加500 带手机加800 请根据需要拍下，留言写下具体要求 | C: 实物,"T: 出售诚信四件套 || 出售诚信四件套 | D: 15美金=100人民币，1份=100人民币，银行卡U盾，身份证正反面照片复印件，实名预留手机卡， 价格：2000元/套,需实名注册微信加500,实名注册支付宝加500, 实名注册交易平台加500,带手机加800 | C: 实物",reviewed,positive,codex_seed_v1,Shared Telegram fz12120 and repeated实名四件套 sales description in the same market.
27,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:538752||market_item.xlsx|茶马古道|seller_raw:/shop/397934,sockpuppet_primary,high,profile_lexical_neighbor|shared_description_clone|shared_title_clone,15.315044,different_alias,false,中文暗网交易市场,茶马古道,538752,/shop/397934,,3月http1187com最新不重复精彩棋牌拖库数据2千条 || 2019年下半年不重复澳门24小时棋牌数据8w条 || 346COMJR棋牌21500条一手数据自动发货低价出售 || 不重复1357602COM乐博国际13800条数据 || 120588COM最新会员注册数据1w条,3月http://1187.com最新不重复精彩棋牌拖库数据2千条，是原包数据的一部分，第一次出售 数据商品售出概不退货，暗网老兵，各种套路都清楚 || 棋牌会员充值数据21500条，原包数据的一部分，一手货 数据商品售出概不退货，玩暗网3年，暗网老兵，各种套路都清楚 || 友情提示： 因为数据设置自动发货，一经售出概不退换！小本生意诚信经营。 销售只是起点，服务没有终点！ 更多数据陆续整理发出。,,,0.589996,0.387534,T: 熊猫棋牌5w条最新数据打包出售自动发货 || 2019年下半年不重复澳门24小时棋牌数据8w条 | D: 友情提示： 因为数据设置自动发货，一经售出概不退换 | C: 数据资源,T: 2019年下半年不重复澳门24小时棋牌数据8w条 || 2019年年末2020年年初综合棋牌数据10w条 | D: 3月http://1187.com最新不重复精彩棋牌拖库数据2千条，是原包数据的一部分，第一次出售 数据商品售出概不退货，暗网老兵，各种套路都清楚 | C: 数据,reviewed,positive,codex_seed_v1,Repeated gambling-data package titles and long description fragments across markets indicate common control.
